timestamp	closed	open	lead_time	lead_time_sample	closed_issues
2018-01-09T10:56:23Z	0	1	0.0	nan	
2018-01-09T12:54:42Z	0	1	0.08216435185185185	0.08216435185185185	1
2018-01-10T16:33:38Z	1	1	1.234201388888889	nan	
2018-01-14T08:34:08Z	1	2	4.901215277777778	nan	
2018-01-24T11:22:56Z	1	3	15.0184375	nan	
2018-01-24T11:29:34Z	1	4	15.023043981481482	nan	
2018-06-27T15:53:32Z	1	4	169.20635416666667	154.18791666666667	4
2018-06-28T09:36:21Z	2	3	168.7102199074074	154.9213773148148	5
2020-04-07T19:27:26Z	3	2	814.4536805555556	818.1206944444444	2
2020-07-16T00:02:25Z	4	2	903.5274189814814	nan	
2020-07-16T16:51:59Z	4	2	904.2285069444445	0.7010879629629629	6
2020-12-10T18:14:33Z	5	2	1051.281238425926	nan	
2021-03-29T23:40:27Z	5	3	1160.5075578703704	nan	
2021-05-06T21:17:14Z	5	4	1198.4081018518518	nan	
2021-05-09T04:59:07Z	5	5	1200.7288541666667	nan	
2021-08-10T17:34:58Z	5	6	1294.25375	nan	
2021-08-29T10:33:09Z	5	7	1312.9608217592593	nan	
2022-01-13T07:01:50Z	5	8	1449.8140740740741	nan	
2022-02-09T22:41:56Z	5	9	1477.4669212962963	nan	
2022-02-12T04:02:57Z	5	10	1479.689849537037	nan	
2022-02-12T04:02:59Z	5	10	1479.6898726851853	29.87579861111111	13
2022-06-22T01:39:10Z	6	10	706.0671875	nan	
2022-07-01T19:04:18Z	6	10	715.792974537037	1629.4376157407407	3
