timestamp	closed	open	lead_time	lead_time_sample	closed_issues
2018-02-13T15:28:13Z	0	1	0.0	nan	
2018-02-13T15:35:28Z	0	2	0.0050347222222222225	nan	
2018-02-14T16:46:10Z	0	2	1.0541319444444444	1.0541319444444444	1
2018-02-14T21:24:34Z	1	1	1.2474652777777777	1.2424305555555555	2
2018-02-16T00:21:25Z	2	1	2.3652430555555557	nan	
2018-03-06T12:34:38Z	2	1	20.874421296296298	18.50917824074074	3
2018-03-30T17:35:57Z	3	1	42.71842592592593	nan	
2018-03-30T18:09:51Z	3	2	42.741967592592594	nan	
2018-03-30T18:19:46Z	3	3	42.74885416666667	nan	
2018-03-30T18:24:26Z	3	4	42.752094907407404	nan	
2018-03-30T18:34:04Z	3	5	42.758784722222224	nan	
2018-03-30T19:45:23Z	3	5	42.808310185185185	0.05621527777777778	7
2018-03-30T19:45:24Z	4	4	0.08989583333333333	0.06635416666666667	5
2018-03-30T20:31:11Z	5	4	0.09814814814814815	nan	
2018-03-31T00:06:44Z	5	5	0.24783564814814815	nan	
2018-04-04T10:53:20Z	5	6	4.696863425925926	nan	
2018-04-27T10:52:52Z	5	7	27.69653935185185	nan	
2018-04-27T11:22:40Z	5	7	27.717233796296295	27.74077546296296	4
2018-04-27T11:22:41Z	6	6	27.710358796296298	0.02070601851851852	12
2018-04-27T11:24:03Z	7	5	27.70806712962963	27.620046296296298	9
2018-05-07T09:19:34Z	8	4	37.61493055555555	32.934884259259256	11
2018-05-21T13:12:23Z	9	4	51.695277777777775	nan	
2018-05-21T13:13:36Z	9	4	51.69612268518519	0.0008449074074074074	13
2018-05-21T13:25:42Z	10	4	51.554837962962964	nan	
2018-05-21T13:36:23Z	10	4	51.56225694444444	0.007418981481481481	14
2018-06-19T10:58:10Z	11	4	76.00335648148148	nan	
2018-06-19T14:13:59Z	11	4	76.13934027777778	0.13598379629629628	15
2018-06-20T13:10:39Z	12	4	54.09568287037037	nan	
2018-06-20T19:27:55Z	12	4	54.35767361111111	0.26199074074074075	16
2018-06-29T17:18:35Z	13	4	39.170972222222225	nan	
2018-07-10T07:25:12Z	13	4	49.75890046296296	10.587928240740741	17
