timestamp	closed	open	lead_time	lead_time_sample	closed_issues
2022-03-01T00:57:08Z	0	1	0.0	nan	
2022-03-21T15:06:19Z	0	1	20.58971064814815	20.58971064814815	1
2022-03-21T22:31:51Z	1	1	20.899108796296296	nan	
2022-03-25T16:50:49Z	1	2	24.662280092592592	nan	
2022-03-28T15:44:27Z	1	3	27.61619212962963	nan	
2022-03-29T19:24:14Z	1	4	28.768819444444443	nan	
2022-04-05T17:50:19Z	1	4	35.703599537037036	11.311072530864196	4,3,2
2022-04-07T10:35:47Z	4	2	9.785648148148148	nan	
2022-04-08T10:32:00Z	4	3	10.783020833333333	nan	
2022-04-08T10:32:02Z	4	3	10.783043981481482	0.9973958333333334	6
2022-04-11T10:45:00Z	5	3	12.639421296296296	nan	
2022-04-11T10:45:03Z	5	3	12.63945601851852	3.0090625	7
2022-04-12T13:29:47Z	6	3	5.120833333333334	nan	
2022-04-12T13:29:49Z	6	3	5.120856481481481	1.1144560185185186	8
2022-04-19T10:40:55Z	7	3	11.00619212962963	nan	
2022-04-19T10:40:58Z	7	3	11.006226851851851	6.882766203703704	10
2022-04-22T10:40:13Z	8	3	10.99667824074074	nan	
2022-04-22T10:40:16Z	8	3	10.996712962962963	2.999548611111111	11
2022-05-05T15:29:50Z	9	3	23.083368055555557	nan	
2022-05-09T23:51:50Z	9	4	27.431979166666668	nan	
2022-05-10T22:30:35Z	9	4	28.375555555555554	11.892748842592592	13,12
2022-05-10T22:30:52Z	11	2	18.493506944444444	0.9437731481481482	14
2022-05-10T23:11:59Z	12	1	5.3209375	42.15815972222222	5
2022-05-12T21:56:08Z	13	1	2.919652777777778	nan	
2022-05-13T21:40:14Z	13	1	3.908611111111111	0.9889583333333334	15
2022-05-19T21:09:43Z	14	1	6.967766203703704	nan	
2022-05-20T20:45:24Z	14	2	7.95087962962963	nan	
2022-06-14T11:16:47Z	14	3	32.55600694444445	nan	
2022-06-16T10:41:31Z	14	4	34.5315162037037	nan	
2022-06-16T10:42:38Z	14	5	34.532291666666666	nan	
2022-06-16T10:42:40Z	14	5	34.53231481481482	1.9763078703703705	18
2022-06-28T10:42:25Z	15	5	39.564375	nan	
2022-06-28T10:42:27Z	15	5	39.56439814814815	11.999872685185185	20
2022-07-04T10:52:55Z	16	5	44.588553240740744	nan	
2022-07-04T10:52:58Z	16	5	44.58858796296296	18.007951388888888	19
2022-07-06T10:46:09Z	17	5	21.978726851851853	nan	
2022-07-06T10:46:12Z	17	5	21.978761574074074	1.9953356481481481	22
2022-07-14T10:37:05Z	18	5	27.996921296296296	nan	
2022-07-14T10:37:08Z	18	5	27.996956018518517	7.993738425925926	23
2022-07-18T10:55:10Z	19	5	32.0087037037037	nan	
2022-07-18T10:55:12Z	19	5	32.008726851851854	4.012581018518518	24
2022-07-25T11:02:14Z	20	5	27.013761574074074	nan	
2022-07-25T11:02:17Z	20	5	27.013796296296295	7.0049421296296295	25
2022-07-28T10:31:32Z	21	5	23.985150462962963	nan	
2022-07-28T10:31:35Z	21	5	23.985185185185184	2.978715277777778	26
2022-08-01T10:54:26Z	22	5	26.005752314814814	nan	
2022-08-01T10:54:30Z	22	5	26.00579861111111	4.015949074074074	27
2022-08-05T10:45:40Z	23	5	22.005960648148147	nan	
2022-08-05T10:45:43Z	23	5	22.00599537037037	3.9939467592592592	28
2022-08-09T10:39:56Z	24	5	21.989421296296296	nan	
2022-08-09T10:39:59Z	24	5	21.989456018518517	3.9960532407407405	29
2022-08-11T10:44:52Z	25	5	16.987939814814816	nan	
2022-08-11T10:44:54Z	25	5	16.987962962962964	2.0034490740740742	30
2022-08-12T10:39:50Z	26	5	15.00576388888889	nan	
2022-08-12T10:39:53Z	26	5	15.00579861111111	0.9965393518518518	31
2022-08-12T10:40:55Z	27	5	10.990613425925925	nan	
2022-08-12T10:40:57Z	27	5	10.990636574074074	44.99898148148148	21
2022-08-15T10:37:34Z	28	5	9.994375	nan	
2022-08-15T10:37:37Z	28	5	9.994409722222223	2.998460648148148	32
2022-08-16T10:34:25Z	29	5	6.996168981481482	nan	
2022-08-16T10:34:27Z	29	5	6.996192129629629	0.9978356481481482	34
2022-08-17T10:34:59Z	30	5	5.993136574074074	nan	
2022-08-17T10:35:01Z	30	5	5.993159722222222	1.0004166666666667	35
2022-08-19T10:32:53Z	31	5	6.995173611111111	nan	
2022-08-19T10:32:55Z	31	5	6.995196759259259	6.9944444444444445	33
2022-08-22T10:33:40Z	32	5	9.994965277777778	nan	
2022-08-22T10:33:43Z	32	5	9.995	4.99912037037037	36
2022-08-24T10:42:47Z	33	5	9.003622685185185	nan	
2022-08-24T10:42:49Z	33	5	9.003645833333334	2.0063541666666667	38
2022-08-24T10:46:16Z	34	5	8.008229166666666	nan	
2022-08-24T10:46:18Z	34	5	8.008252314814815	5.00931712962963	37
2022-08-25T10:40:14Z	35	5	8.003645833333334	nan	
2022-08-25T10:40:17Z	35	5	8.003680555555556	0.9958449074074074	40
2022-08-30T10:39:02Z	36	5	11.004270833333333	nan	
2022-08-30T10:39:04Z	36	5	11.004293981481482	5.997418981481482	39
2022-09-05T15:39:11Z	37	5	14.212164351851852	nan	
