timestamp	closed	open	lead_time	lead_time_sample	closed_issues
2015-02-09T10:12:07Z	0	1	0.0	nan	
2015-02-12T08:57:27Z	0	2	2.948148148148148	nan	
2015-02-17T09:41:32Z	0	3	7.978761574074074	nan	
2015-02-17T09:51:43Z	0	4	7.985833333333333	nan	
2015-02-21T18:31:48Z	0	5	12.347002314814814	nan	
2015-02-24T03:25:05Z	0	6	14.717337962962963	nan	
2015-02-24T05:26:09Z	0	7	14.801412037037037	nan	
2015-02-24T08:47:07Z	0	7	14.940972222222221	0.13956018518518518	7
2015-02-24T19:38:52Z	1	7	15.393576388888889	nan	
2015-02-25T00:41:07Z	1	7	15.603472222222223	0.20989583333333334	8
2015-02-25T07:14:16Z	2	7	12.928344907407407	nan	
2015-02-25T07:22:49Z	2	7	12.934282407407407	0.0059375	9
2015-02-27T02:26:46Z	3	7	9.698078703703704	nan	
2015-02-27T02:48:25Z	3	8	9.713113425925926	nan	
2015-02-27T04:14:06Z	3	9	9.77261574074074	nan	
2015-02-28T01:21:33Z	3	10	10.652789351851851	nan	
2015-02-28T04:14:57Z	3	10	10.773206018518518	15.803819444444445	2
2015-02-28T04:41:55Z	4	10	10.78486111111111	nan	
2015-03-03T06:55:19Z	4	10	13.8775	4.111956018518518	12
2015-03-03T06:57:13Z	5	9	9.517650462962964	8.555960648148147	13,4
2015-03-03T06:57:31Z	7	7	7.063449074074074	3.0941666666666667	14
2015-03-07T05:21:44Z	8	7	10.404768518518518	nan	
2015-03-07T08:04:42Z	8	7	10.517939814814815	0.1131712962962963	15
2015-03-07T08:07:54Z	9	6	10.037245370370371	8.221863425925926	11
2015-03-07T08:17:45Z	10	6	8.243738425925926	nan	
2015-03-11T02:04:51Z	10	7	11.984780092592592	nan	
2015-03-11T12:38:45Z	10	8	12.424988425925926	nan	
2015-03-12T21:59:18Z	10	9	13.81425925925926	nan	
2015-03-17T16:45:30Z	10	10	18.596342592592592	nan	
2015-03-22T23:58:12Z	10	11	23.896828703703704	nan	
2015-03-23T00:00:17Z	10	12	23.898275462962964	nan	
2015-03-23T19:36:53Z	10	12	24.715358796296297	0.8170833333333334	2
2015-03-24T22:41:46Z	11	11	25.82871527777778	1.9469212962962963	1
2015-03-24T22:47:00Z	12	11	25.77284722222222	nan	
2015-03-24T22:59:50Z	12	12	25.78175925925926	nan	
2015-03-25T08:39:01Z	12	13	26.18396990740741	nan	
2015-03-25T10:35:19Z	12	14	26.264733796296298	nan	
2015-03-25T12:07:33Z	12	15	26.328784722222224	nan	
2015-03-25T12:27:15Z	12	16	26.342465277777777	nan	
2015-03-25T13:08:05Z	12	17	26.370821759259258	nan	
2015-03-25T13:54:46Z	12	18	26.403240740740742	nan	
2015-03-25T21:05:48Z	12	18	26.702569444444446	0.3737847222222222	7
2015-03-26T10:21:09Z	13	18	26.37472222222222	nan	
2015-03-26T14:18:17Z	13	19	26.53939814814815	nan	
2015-03-26T22:30:34Z	13	19	26.881261574074074	1.979675925925926	4
2015-03-26T23:59:48Z	14	19	26.80408564814815	nan	
2015-03-28T09:31:57Z	14	20	28.201412037037038	nan	
2015-03-29T06:35:57Z	14	21	29.079189814814814	nan	
2015-03-29T12:15:56Z	14	22	29.315289351851852	nan	
2015-03-31T07:45:18Z	14	22	31.127349537037038	5.7434259259259255	10
